作品ID,作品名,作品名読み,分類番号,文字遣い種別,人物ID,姓,名,姓読み,名読み,テキストファイルURL,XHTML/HTMLファイルURL
003530,空襲警報,くうしゅうけいほう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3530_ruby_19250.zip,https://www.aozora.gr.jp/cards/000160/files/3530_19259.html
001240,空襲葬送曲,くうしゅうそうそうきょく,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1240_ruby_25108.zip,https://www.aozora.gr.jp/cards/000160/files/1240_25726.html
003371,空中漂流一週間,くうちゅうひょうりゅういっしゅうかん,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3371_ruby_15453.zip,https://www.aozora.gr.jp/cards/000160/files/3371_15510.html
001231,空中墳墓,くうちゅうふんぼ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1231_ruby_18725.zip,https://www.aozora.gr.jp/cards/000160/files/1231_18843.html
003379,崩れる鬼影,くずれるおにかげ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3379_ruby_20107.zip,https://www.aozora.gr.jp/cards/000160/files/3379_20506.html
003531,くろがね天狗,くろがねてんぐ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3531_ruby_19251.zip,https://www.aozora.gr.jp/cards/000160/files/3531_19260.html
000870,軍用鮫,ぐんようざめ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/870_ruby_23836.zip,https://www.aozora.gr.jp/cards/000160/files/870_23837.html
003533,軍用鼠,ぐんようそ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3533_ruby_18187.zip,https://www.aozora.gr.jp/cards/000160/files/3533_18204.html
000872,幸運の黒子,こううんのほくろ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/872_ruby_19580.zip,https://www.aozora.gr.jp/cards/000160/files/872_19581.html
003050,洪水大陸を呑む,こうずいたいりくをのむ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3050_ruby_20532.zip,https://www.aozora.gr.jp/cards/000160/files/3050_20669.html
001247,ゴールデン・バット事件,ゴールデン・バットじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1247_ruby_18619.zip,https://www.aozora.gr.jp/cards/000160/files/1247_18626.html
001225,国際殺人団の崩壊,こくさいさつじんだんのほうかい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1225_ruby_5548.zip,https://www.aozora.gr.jp/cards/000160/files/1225_45577.html
001230,壊れたバリコン,こわれたバリコン,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1230_ruby_18726.zip,https://www.aozora.gr.jp/cards/000160/files/1230_18844.html
003345,今昔ばなし抱合兵団,こんじゃくばなしサンドイッチへいだん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3345_ruby_18545.zip,https://www.aozora.gr.jp/cards/000160/files/3345_18551.html
043632,最小人間の怪,さいしょうにんげんのかい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43632_ruby_16754.zip,https://www.aozora.gr.jp/cards/000160/files/43632_17447.html
001239,殺人の涯,さつじんのはて,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1239_ruby_18727.zip,https://www.aozora.gr.jp/cards/000160/files/1239_18848.html
001228,三角形の恐怖,さんかくけいのきょうふ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1228_ruby_1835.zip,https://www.aozora.gr.jp/cards/000160/files/1228_7221.html
043838,三重宙返りの記,さんじゅうちゅうがえりのき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43838_ruby_18661.zip,https://www.aozora.gr.jp/cards/000160/files/43838_18744.html
002617,三十年後の世界,さんじゅうねんごのせかい,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2617_ruby_23916.zip,https://www.aozora.gr.jp/cards/000160/files/2617_23917.html
001227,三十年後の東京,さんじゅうねんごのとうきょう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1227_ruby_28093.zip,https://www.aozora.gr.jp/cards/000160/files/1227_28153.html
001252,三人の双生児,さんにんのそうせいじ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1252_ruby_14443.zip,https://www.aozora.gr.jp/cards/000160/files/1252_15749.html
003349,時限爆弾奇譚,じげんばくだんきたん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3349_ruby_36095.zip,https://www.aozora.gr.jp/cards/000160/files/3349_36910.html
001246,地獄街道,じごくかいどう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1246_ruby_14444.zip,https://www.aozora.gr.jp/cards/000160/files/1246_15748.html
003052,地獄の使者,じごくのししゃ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3052_ruby_20533.zip,https://www.aozora.gr.jp/cards/000160/files/3052_20670.html
043664,十年後のラジオ界,じゅうねんごのラジオかい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43664_ruby_16857.zip,https://www.aozora.gr.jp/cards/000160/files/43664_17437.html
000865,十八時の音楽浴,じゅうはちじのおんがくよく,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/865_ruby_23817.zip,https://www.aozora.gr.jp/cards/000160/files/865_23818.html
001235,省線電車の射撃手,しょうせんでんしゃのしゃげきしゅ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1235_ruby_16832.zip,https://www.aozora.gr.jp/cards/000160/files/1235_16951.html
002615,少年探偵長,しょうねんたんていちょう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2615_ruby_23958.zip,https://www.aozora.gr.jp/cards/000160/files/2615_23959.html
001232,白蛇の死,しろへびのし,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1232_ruby_16833.zip,https://www.aozora.gr.jp/cards/000160/files/1232_16952.html
002712,心臓盗難,しんぞうとうなん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2712_ruby_23995.zip,https://www.aozora.gr.jp/cards/000160/files/2712_23996.html
003372,人造人間エフ氏,じんぞうにんげんエフし,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3372_ruby_15452.zip,https://www.aozora.gr.jp/cards/000160/files/3372_15511.html
003522,人造人間事件,じんぞうにんげんじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3522_ruby_18320.zip,https://www.aozora.gr.jp/cards/000160/files/3522_18463.html
003343,人造人間戦車の機密,じんぞうにんげんせんしゃのきみつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3343_ruby_18543.zip,https://www.aozora.gr.jp/cards/000160/files/3343_18549.html
003236,人造人間の秘密,じんぞうにんげんのひみつ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3236_ruby_23224.zip,https://www.aozora.gr.jp/cards/000160/files/3236_23565.html
043719,人造物語,じんぞうものがたり,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43719_ruby_18663.zip,https://www.aozora.gr.jp/cards/000160/files/43719_18746.html
001221,振動魔,しんどうま,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1221_ruby_28094.zip,https://www.aozora.gr.jp/cards/000160/files/1221_28150.html
001219,深夜の市長,しんやのしちょう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1219_ruby_40382.zip,https://www.aozora.gr.jp/cards/000160/files/1219_41193.html
002715,すり替え怪画,すりかえかいが,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2715_ruby_28478.zip,https://www.aozora.gr.jp/cards/000160/files/2715_28479.html
001226,西湖の屍人,せいこのしじん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1226_ruby_28095.zip,https://www.aozora.gr.jp/cards/000160/files/1226_28151.html
001245,赤外線男,せきがいせんおとこ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1245_ruby_4461.zip,https://www.aozora.gr.jp/cards/000160/files/1245_7220.html
001233,赤耀館事件の真相,せきようかんじけんのしんそう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1233_ruby_16834.zip,https://www.aozora.gr.jp/cards/000160/files/1233_16953.html
002685,雪魔,せつま,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2685_ruby_6085.zip,https://www.aozora.gr.jp/cards/000160/files/2685_23961.html
003520,一九五〇年の殺人,せんきゅうひゃくごじゅうねんのさつじん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3520_ruby_18316.zip,https://www.aozora.gr.jp/cards/000160/files/3520_18453.html
003347,戦時旅行鞄,せんじりょこうかばん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3347_ruby_18547.zip,https://www.aozora.gr.jp/cards/000160/files/3347_18553.html
000877,千年後の世界,せんねんごのせかい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/877_ruby_23845.zip,https://www.aozora.gr.jp/cards/000160/files/877_23846.html
003375,大宇宙遠征隊,だいうちゅうえんせいたい,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3375_ruby_14604.zip,https://www.aozora.gr.jp/cards/000160/files/3375_15091.html
003376,大空魔艦,たいくうまかん,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3376_ruby_18256.zip,https://www.aozora.gr.jp/cards/000160/files/3376_18412.html
000868,第五氷河期,だいごひょうがき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/868_ruby_23813.zip,https://www.aozora.gr.jp/cards/000160/files/868_23814.html
003348,大使館の始末機関,たいしかんのしまつきかん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3348_ruby_36096.zip,https://www.aozora.gr.jp/cards/000160/files/3348_36909.html
003048,大脳手術,だいのうしゅじゅつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3048_ruby_20534.zip,https://www.aozora.gr.jp/cards/000160/files/3048_20671.html
003374,太平洋魔城,たいへいようまじょう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3374_ruby_23225.zip,https://www.aozora.gr.jp/cards/000160/files/3374_23566.html
003516,太平洋雷撃戦隊,たいへいようらいげきせんたい,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3516_ruby_20401.zip,https://www.aozora.gr.jp/cards/000160/files/3516_20563.html
003381,第四次元の男,だいよじげんのおとこ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3381_ruby_26936.zip,https://www.aozora.gr.jp/cards/000160/files/3381_27730.html
002616,断層顔,だんそうがん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2616_ruby_18668.zip,https://www.aozora.gr.jp/cards/000160/files/2616_18684.html
001258,地球盗難,ちきゅうとうなん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1258_ruby_39379.zip,https://www.aozora.gr.jp/cards/000160/files/1258_40525.html
000875,地球発狂事件,ちきゅうはっきょうじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/875_ruby_3249.zip,https://www.aozora.gr.jp/cards/000160/files/875_42450.html
003239,地球要塞,ちきゅうようさい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3239_ruby_15733.zip,https://www.aozora.gr.jp/cards/000160/files/3239_15747.html
000867,地球を狙う者,ちきゅうをねらうもの,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/867_ruby_23852.zip,https://www.aozora.gr.jp/cards/000160/files/867_23853.html
003350,地軸作戦,ちじくさくせん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3350_ruby_36097.zip,https://www.aozora.gr.jp/cards/000160/files/3350_36911.html
001253,地中魔,ちちゅうま,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1253_ruby_4459.zip,https://www.aozora.gr.jp/cards/000160/files/1253_8186.html
003377,地底戦車の怪人,ちていせんしゃのかいじん,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3377_ruby_20926.zip,https://www.aozora.gr.jp/cards/000160/files/3377_21542.html
003053,千早館の迷路,ちはやかんのめいろ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3053_ruby_20537.zip,https://www.aozora.gr.jp/cards/000160/files/3053_20674.html
002719,超人間Ｘ号,ちょうにんげんエックスごう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2719_ruby_6135.zip,https://www.aozora.gr.jp/cards/000160/files/2719_45576.html
056914,諜報中継局,ちょうほうちゅうけいきょく,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/56914_ruby_55270.zip,https://www.aozora.gr.jp/cards/000160/files/56914_55358.html
003359,沈没男,ちんぼつおとこ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3359_ruby_20400.zip,https://www.aozora.gr.jp/cards/000160/files/3359_20562.html
003373,月世界探険記,つきのせかいたんけんき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3373_ruby_20108.zip,https://www.aozora.gr.jp/cards/000160/files/3373_20507.html
001234,電気看板の神経,でんきかんばんのしんけい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1234_ruby_18728.zip,https://www.aozora.gr.jp/cards/000160/files/1234_18845.html
003534,電気鳩,でんきばと,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3534_ruby_18299.zip,https://www.aozora.gr.jp/cards/000160/files/3534_18457.html
001229,電気風呂の怪死事件,でんきぶろのかいしじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1229_ruby_18729.zip,https://www.aozora.gr.jp/cards/000160/files/1229_18846.html
003525,東京要塞,とうきょうようさい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3525_ruby_18322.zip,https://www.aozora.gr.jp/cards/000160/files/3525_18465.html
000879,透明猫,とうめいねこ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/879_ruby_23880.zip,https://www.aozora.gr.jp/cards/000160/files/879_23881.html
003346,毒瓦斯発明官,どくガスはつめいかん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3346_ruby_18546.zip,https://www.aozora.gr.jp/cards/000160/files/3346_18552.html
003344,独本土上陸作戦,どくほんどじょうりくさくせん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3344_ruby_18544.zip,https://www.aozora.gr.jp/cards/000160/files/3344_18550.html
003054,時計屋敷の秘密,とけいやしきのひみつ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3054_ruby_20535.zip,https://www.aozora.gr.jp/cards/000160/files/3054_20672.html
000878,特許多腕人間方式,とっきょたわんにんげんほうしき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/878_ruby_23847.zip,https://www.aozora.gr.jp/cards/000160/files/878_23848.html
047760,仲々死なぬ彼奴,なかなかしなぬあいつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/47760_ruby_32678.zip,https://www.aozora.gr.jp/cards/000160/files/47760_33423.html
003232,二、〇〇〇年戦争,にせんねんせんそう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3232_ruby_11132.zip,https://www.aozora.gr.jp/cards/000160/files/3232_11264.html
001223,人間灰,にんげんかい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1223_ruby_28096.zip,https://www.aozora.gr.jp/cards/000160/files/1223_28152.html
001236,ネオン横丁殺人事件,ネオンよこちょうさつじんじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1236_ruby_18730.zip,https://www.aozora.gr.jp/cards/000160/files/1236_18847.html
003237,脳の中の麗人,のうのなかのれいじん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3237_ruby_8617.zip,https://www.aozora.gr.jp/cards/000160/files/3237_9301.html
003342,のろのろ砲弾の驚異,のろのろほうだんのきょうい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3342_ruby_18542.zip,https://www.aozora.gr.jp/cards/000160/files/3342_18548.html
001249,蠅,はえ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1249_ruby_18620.zip,https://www.aozora.gr.jp/cards/000160/files/1249_18627.html
001254,蠅男,はえおとこ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1254_ruby_18621.zip,https://www.aozora.gr.jp/cards/000160/files/1254_18628.html
003518,獏鸚,ばくおう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3518_ruby_20403.zip,https://www.aozora.gr.jp/cards/000160/files/3518_20564.html
043629,白銅貨の効用,はくどうかのこうよう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43629_ruby_16788.zip,https://www.aozora.gr.jp/cards/000160/files/43629_17440.html
003233,爆薬の花籠,ばくやくのはなかご,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3233_ruby_23226.zip,https://www.aozora.gr.jp/cards/000160/files/3233_23563.html
001242,爬虫館事件,はちゅうかんじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1242_ruby_18622.zip,https://www.aozora.gr.jp/cards/000160/files/1242_18629.html
043589,発明小僧,はつめいこぞう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43589_ruby_16806.zip,https://www.aozora.gr.jp/cards/000160/files/43589_17441.html
002684,一坪館,ひとつぼかん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2684_ruby_23971.zip,https://www.aozora.gr.jp/cards/000160/files/2684_23972.html
003229,氷河期の怪人,ひょうがきのかいじん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3229_ruby_7215.zip,https://www.aozora.gr.jp/cards/000160/files/3229_7216.html
003523,ヒルミ夫人の冷蔵鞄,ヒルミふじんのれいぞうかばん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3523_ruby_18319.zip,https://www.aozora.gr.jp/cards/000160/files/3523_18462.html
002716,ふしぎ国探検,ふしぎくにたんけん,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2716_ruby_6307.zip,https://www.aozora.gr.jp/cards/000160/files/2716_6484.html
003528,不思議なる空間断層,ふしぎなるくうかんだんそう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3528_ruby_18042.zip,https://www.aozora.gr.jp/cards/000160/files/3528_18068.html
000869,俘囚,ふしゅう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/869_ruby_3004.zip,https://www.aozora.gr.jp/cards/000160/files/869_42456.html
003351,不沈軍艦の見本,ふちんぐんかんのみほん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3351_ruby_36098.zip,https://www.aozora.gr.jp/cards/000160/files/3351_36912.html
000873,放送された遺言,ほうそうされたゆいごん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/873_ruby_23286.zip,https://www.aozora.gr.jp/cards/000160/files/873_23287.html
001220,麻雀殺人事件,マージャンさつじんじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1220_ruby_28097.zip,https://www.aozora.gr.jp/cards/000160/files/1220_28149.html
044721,街の探偵,まちのたんてい,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/44721_ruby_18043.zip,https://www.aozora.gr.jp/cards/000160/files/44721_18099.html
003378,豆潜水艇の行方,まめせんすいていのゆくえ,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3378_ruby_18255.zip,https://www.aozora.gr.jp/cards/000160/files/3378_18411.html
003524,○○獣,まるまるじゅう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3524_ruby_13928.zip,https://www.aozora.gr.jp/cards/000160/files/3524_13932.html
003231,見えざる敵,みえざるてき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3231_ruby_7213.zip,https://www.aozora.gr.jp/cards/000160/files/3231_7214.html
003051,密林荘事件,みつりんそうじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3051_ruby_20536.zip,https://www.aozora.gr.jp/cards/000160/files/3051_20673.html
003234,未来の地下戦車長,みらいのちかせんしゃちょう,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3234_ruby_23227.zip,https://www.aozora.gr.jp/cards/000160/files/3234_24627.html
043590,名士訪問記,めいしほうもんき,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/43590_ruby_16807.zip,https://www.aozora.gr.jp/cards/000160/files/43590_17443.html
003353,もくねじ,もくねじ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3353_ruby_20399.zip,https://www.aozora.gr.jp/cards/000160/files/3353_20561.html
003235,什器破壊業事件,ものをこわすのがしょうばいじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3235_ruby_26937.zip,https://www.aozora.gr.jp/cards/000160/files/3235_27731.html
001238,遊星植民説,ゆうせいしょくみんせつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1238_ruby_1836.zip,https://www.aozora.gr.jp/cards/000160/files/1238_7901.html
003380,幽霊船の秘密,ゆうれいせんのひみつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3380_ruby_14606.zip,https://www.aozora.gr.jp/cards/000160/files/3380_15093.html
003358,四次元漂流,よじげんひょうりゅう,NDC K913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3358_ruby_17539.zip,https://www.aozora.gr.jp/cards/000160/files/3358_17545.html
001241,夜泣き鉄骨,よなきてっこつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/1241_ruby_18623.zip,https://www.aozora.gr.jp/cards/000160/files/1241_18630.html
000881,予報省告示,よほうしょうこくじ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/881_ruby_23902.zip,https://www.aozora.gr.jp/cards/000160/files/881_23903.html
003529,流線間諜,りゅうせんスパイ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/3529_ruby_18300.zip,https://www.aozora.gr.jp/cards/000160/files/3529_18458.html
002687,霊魂第十号の秘密,れいこんだいじゅうごうのひみつ,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/2687_ruby_23969.zip,https://www.aozora.gr.jp/cards/000160/files/2687_23970.html
000876,人造人間殺害事件,ロボットさつがいじけん,NDC 913,新字新仮名,000160,海野,十三,うんの,じゅうざ,https://www.aozora.gr.jp/cards/000160/files/876_ruby_2975.zip,https://www.aozora.gr.jp/cards/000160/files/876_45575.html
057105,赤いカブトムシ,あかいカブトムシ,NDC K913,新字新仮名,001779,江戸川,乱歩,えどがわ,らんぽ,https://www.aozora.gr.jp/cards/001779/files/57105_ruby_59617.zip,https://www.aozora.gr.jp/cards/001779/files/57105_59659.html
