作品ID,作品名,作品名読み,分類番号,文字遣い種別,人物ID,姓,名,姓読み,名読み,テキストファイルURL,XHTML/HTMLファイルURL
055800,朝起の人達,あさおきのひとたち,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55800_ruby_56955.zip,https://www.aozora.gr.jp/cards/001750/files/55800_57280.html
055801,或良人の惨敗,あるりょうにんのざんぱい,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55801_ruby_57038.zip,https://www.aozora.gr.jp/cards/001750/files/55801_57080.html
055804,一年の計,いちねんのけい,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55804_ruby_57046.zip,https://www.aozora.gr.jp/cards/001750/files/55804_57088.html
056828,英米笑話秀逸,えいべいしょうわしゅういつ,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/56828_ruby_55609.zip,https://www.aozora.gr.jp/cards/001750/files/56828_55656.html
055806,恩師,おんし,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55806_ruby_57031.zip,https://www.aozora.gr.jp/cards/001750/files/55806_57073.html
055808,閣下,かっか,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55808_ruby_57023.zip,https://www.aozora.gr.jp/cards/001750/files/55808_57282.html
055858,苦心の学友,くしんのがくゆう,NDC K913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55858_ruby_55496.zip,https://www.aozora.gr.jp/cards/001750/files/55858_55497.html
055807,女婿,じょせい,NDC 913,新字新仮名,001750,佐々木,邦,ささき,くに,https://www.aozora.gr.jp/cards/001750/files/55807_ruby_56965.zip,https://www.aozora.gr.jp/cards/001750/files/55807_57281.html
046175,秋草の顆,あきくさのみ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46175_ruby_27379.zip,https://www.aozora.gr.jp/cards/000134/files/46175_27722.html
000707,或る嬰児殺しの動機,あるえいじごろしのどうき,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/707_ruby_20896.zip,https://www.aozora.gr.jp/cards/000134/files/707_20897.html
046176,或る部落の五つの話,あるむらのいつつのはなし,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46176_ruby_27380.zip,https://www.aozora.gr.jp/cards/000134/files/46176_27723.html
002722,芋,いも,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/2722_ruby_20814.zip,https://www.aozora.gr.jp/cards/000134/files/2722_20815.html
046177,馬,うま,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46177_ruby_27381.zip,https://www.aozora.gr.jp/cards/000134/files/46177_27724.html
000708,街底の熔鉱炉,がいていのようこうろ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/708_ruby_20848.zip,https://www.aozora.gr.jp/cards/000134/files/708_20849.html
000709,街頭の偽映鏡,がいとうのぎえいきょう,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/709_ruby_20913.zip,https://www.aozora.gr.jp/cards/000134/files/709_20914.html
000712,駈落,かけおち,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/712_ruby_20850.zip,https://www.aozora.gr.jp/cards/000134/files/712_20851.html
000713,仮装観桜会,かそうかんおうかい,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/713_ruby_20898.zip,https://www.aozora.gr.jp/cards/000134/files/713_20899.html
000714,機関車,きかんしゃ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/714_ruby_20844.zip,https://www.aozora.gr.jp/cards/000134/files/714_20845.html
002307,喫煙癖,きつえんへき,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/2307_ruby_2506.zip,https://www.aozora.gr.jp/cards/000134/files/2307_13551.html
000716,汽笛,きてき,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/716_ruby_20819.zip,https://www.aozora.gr.jp/cards/000134/files/716_20820.html
046178,狂馬,きょうば,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46178_ruby_34482.zip,https://www.aozora.gr.jp/cards/000134/files/46178_34799.html
000719,恐怖城,きょうふじょう,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/719_ruby_20907.zip,https://www.aozora.gr.jp/cards/000134/files/719_20908.html
000726,首を失った蜻蛉,くびをうしなったとんぼ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/726_ruby_20875.zip,https://www.aozora.gr.jp/cards/000134/files/726_20876.html
000717,熊の出る開墾地,くまのでるかいこんち,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/717_ruby_20891.zip,https://www.aozora.gr.jp/cards/000134/files/717_20892.html
000718,栗の花の咲くころ,くりのはなのさくころ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/718_ruby_20853.zip,https://www.aozora.gr.jp/cards/000134/files/718_20854.html
002723,黒い地帯,くろいちたい,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/2723_ruby_6242.zip,https://www.aozora.gr.jp/cards/000134/files/2723_20816.html
046179,山茶花,さざんか,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46179_ruby_27382.zip,https://www.aozora.gr.jp/cards/000134/files/46179_27725.html
000722,錯覚の拷問室,さっかくのごうもんしつ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/722_ruby_20909.zip,https://www.aozora.gr.jp/cards/000134/files/722_20910.html
047759,殺人迷路,さつじんめいろ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/47759_ruby_29704.zip,https://www.aozora.gr.jp/cards/000134/files/47759_30954.html
051274,三稜鏡,さんりょうきょう,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/51274_ruby_42076.zip,https://www.aozora.gr.jp/cards/000134/files/51274_42077.html
000723,接吻を盗む女の話,せっぷんをぬすむおんなのはなし,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/723_ruby_20877.zip,https://www.aozora.gr.jp/cards/000134/files/723_20878.html
000725,手品,てじな,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/725_ruby_20859.zip,https://www.aozora.gr.jp/cards/000134/files/725_20860.html
002724,都会地図の膨脹,とかいちずのぼうちょう,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/2724_ruby_20817.zip,https://www.aozora.gr.jp/cards/000134/files/2724_20818.html
046180,再度生老人,にとせろうじん,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46180_ruby_27383.zip,https://www.aozora.gr.jp/cards/000134/files/46180_27726.html
000710,秘密の風景画,ひみつのふうけいが,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/710_ruby_20855.zip,https://www.aozora.gr.jp/cards/000134/files/710_20856.html
046182,蜜柑,みかん,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46182_ruby_34484.zip,https://www.aozora.gr.jp/cards/000134/files/46182_34801.html
000720,緑の芽,みどりのめ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/720_ruby_20873.zip,https://www.aozora.gr.jp/cards/000134/files/720_20874.html
046183,土竜,もぐら,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/46183_ruby_27384.zip,https://www.aozora.gr.jp/cards/000134/files/46183_27727.html
002309,指,ゆび,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/2309_ruby_2512.zip,https://www.aozora.gr.jp/cards/000134/files/2309_13553.html
000727,指と指環,ゆびとゆびわ,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/727_ruby_20857.zip,https://www.aozora.gr.jp/cards/000134/files/727_20858.html
000721,猟奇の街,りょうきのまち,NDC 913,新字新仮名,000134,佐左木,俊郎,ささき,としろう,https://www.aozora.gr.jp/cards/000134/files/721_ruby_20911.zip,https://www.aozora.gr.jp/cards/000134/files/721_20912.html
000585,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/585_ruby_18933.zip,https://www.aozora.gr.jp/cards/000111/files/585_18934.html
000582,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/582_ruby_18935.zip,https://www.aozora.gr.jp/cards/000111/files/582_18936.html
000558,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/558_ruby_18946.zip,https://www.aozora.gr.jp/cards/000111/files/558_18947.html
000555,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/555_ruby_18948.zip,https://www.aozora.gr.jp/cards/000111/files/555_18949.html
000562,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/562_ruby_18950.zip,https://www.aozora.gr.jp/cards/000111/files/562_18951.html
000564,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/564_ruby_18952.zip,https://www.aozora.gr.jp/cards/000111/files/564_18953.html
000581,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/581_ruby_18957.zip,https://www.aozora.gr.jp/cards/000111/files/581_18958.html
000577,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/577_ruby_18959.zip,https://www.aozora.gr.jp/cards/000111/files/577_18960.html
000559,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/559_ruby_18961.zip,https://www.aozora.gr.jp/cards/000111/files/559_18962.html
000580,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/580_ruby_18963.zip,https://www.aozora.gr.jp/cards/000111/files/580_18964.html
000579,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/579_ruby_19000.zip,https://www.aozora.gr.jp/cards/000111/files/579_19001.html
000560,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/560_ruby_19002.zip,https://www.aozora.gr.jp/cards/000111/files/560_19003.html
000556,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/556_ruby_19004.zip,https://www.aozora.gr.jp/cards/000111/files/556_19005.html
000575,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/575_ruby_19006.zip,https://www.aozora.gr.jp/cards/000111/files/575_19007.html
000576,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/576_ruby_19439.zip,https://www.aozora.gr.jp/cards/000111/files/576_19440.html
000583,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/583_ruby_19441.zip,https://www.aozora.gr.jp/cards/000111/files/583_19443.html
000569,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/569_ruby_19444.zip,https://www.aozora.gr.jp/cards/000111/files/569_19445.html
000578,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/578_ruby_19446.zip,https://www.aozora.gr.jp/cards/000111/files/578_19447.html
000572,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/572_ruby_19448.zip,https://www.aozora.gr.jp/cards/000111/files/572_19449.html
000588,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/588_ruby_19450.zip,https://www.aozora.gr.jp/cards/000111/files/588_19451.html
000592,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/592_ruby_19452.zip,https://www.aozora.gr.jp/cards/000111/files/592_19453.html
001481,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1481_ruby_19454.zip,https://www.aozora.gr.jp/cards/000111/files/1481_19455.html
000595,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/595_ruby_19464.zip,https://www.aozora.gr.jp/cards/000111/files/595_19465.html
000586,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/586_ruby_19466.zip,https://www.aozora.gr.jp/cards/000111/files/586_19467.html
000590,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/590_ruby_19468.zip,https://www.aozora.gr.jp/cards/000111/files/590_19469.html
000584,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/584_ruby_19470.zip,https://www.aozora.gr.jp/cards/000111/files/584_19471.html
000563,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/563_ruby_19498.zip,https://www.aozora.gr.jp/cards/000111/files/563_19499.html
000587,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/587_ruby_19500.zip,https://www.aozora.gr.jp/cards/000111/files/587_19501.html
000571,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/571_ruby_19502.zip,https://www.aozora.gr.jp/cards/000111/files/571_19503.html
000594,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/594_ruby_19504.zip,https://www.aozora.gr.jp/cards/000111/files/594_19505.html
000561,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/561_ruby_19508.zip,https://www.aozora.gr.jp/cards/000111/files/561_19509.html
000591,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/591_ruby_19510.zip,https://www.aozora.gr.jp/cards/000111/files/591_19511.html
000589,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/589_ruby_19512.zip,https://www.aozora.gr.jp/cards/000111/files/589_19513.html
000574,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/574_ruby_19514.zip,https://www.aozora.gr.jp/cards/000111/files/574_19515.html
000570,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/570_ruby_19520.zip,https://www.aozora.gr.jp/cards/000111/files/570_19521.html
000573,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/573_ruby_19522.zip,https://www.aozora.gr.jp/cards/000111/files/573_19523.html
000557,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/557_ruby_19518.zip,https://www.aozora.gr.jp/cards/000111/files/557_19519.html
000593,右門捕物帖,うもんとりものちょう,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/593_ruby_19516.zip,https://www.aozora.gr.jp/cards/000111/files/593_19517.html
001484,十万石の怪談,じゅうまんごくのかいだん,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1484_ruby_16678.zip,https://www.aozora.gr.jp/cards/000111/files/1484_16866.html
000565,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/565_ruby_4197.zip,https://www.aozora.gr.jp/cards/000111/files/565_53915.html
000566,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/566_ruby_4091.zip,https://www.aozora.gr.jp/cards/000111/files/566_53916.html
000567,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/567_ruby_4203.zip,https://www.aozora.gr.jp/cards/000111/files/567_53917.html
000568,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/568_ruby_4205.zip,https://www.aozora.gr.jp/cards/000111/files/568_53918.html
001479,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1479_ruby_3162.zip,https://www.aozora.gr.jp/cards/000111/files/1479_53919.html
001474,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1474_ruby_1739.zip,https://www.aozora.gr.jp/cards/000111/files/1474_53920.html
001475,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1475_ruby_1742.zip,https://www.aozora.gr.jp/cards/000111/files/1475_53921.html
001480,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1480_ruby_4309.zip,https://www.aozora.gr.jp/cards/000111/files/1480_53922.html
001476,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1476_ruby_6105.zip,https://www.aozora.gr.jp/cards/000111/files/1476_53923.html
001477,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1477_ruby_5667.zip,https://www.aozora.gr.jp/cards/000111/files/1477_53924.html
001478,旗本退屈男,はたもとたいくつおとこ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1478_ruby_6087.zip,https://www.aozora.gr.jp/cards/000111/files/1478_53925.html
001486,山県有朋の靴,やまがたありとものくつ,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1486_ruby_16679.zip,https://www.aozora.gr.jp/cards/000111/files/1486_16867.html
001485,流行暗殺節,りゅうこうあんさつぶし,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1485_ruby_16680.zip,https://www.aozora.gr.jp/cards/000111/files/1485_16865.html
001483,老中の眼鏡,ろうじゅうのめがね,NDC 913,新字新仮名,000111,佐々木,味津三,ささき,みつぞう,https://www.aozora.gr.jp/cards/000111/files/1483_ruby_16571.zip,https://www.aozora.gr.jp/cards/000111/files/1483_16864.html
046737,岩魚,いわな,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46737_ruby_25655.zip,https://www.aozora.gr.jp/cards/001248/files/46737_25676.html
046770,縁談,えんだん,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46770_ruby_26272.zip,https://www.aozora.gr.jp/cards/001248/files/46770_26511.html
046765,『七面鳥』と『忘れ褌』,『しちめんちょう』と『わすれふんどし』,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46765_ruby_26289.zip,https://www.aozora.gr.jp/cards/001248/files/46765_26524.html
046744,支那の狸汁,しなのたぬきじる,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46744_ruby_25662.zip,https://www.aozora.gr.jp/cards/001248/files/46744_25683.html
046745,しゃもじ（杓子）,しゃもじ,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46745_ruby_25663.zip,https://www.aozora.gr.jp/cards/001248/files/46745_25684.html
046748,純情狸,じゅんじょうだぬき,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46748_ruby_25664.zip,https://www.aozora.gr.jp/cards/001248/files/46748_25685.html
046789,増上寺物語,ぞうじょうじものがたり,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46789_ruby_26293.zip,https://www.aozora.gr.jp/cards/001248/files/46789_26519.html
046797,盗難,とうなん,NDC 913,新字新仮名,001248,佐藤,垢石,さとう,こうせき,https://www.aozora.gr.jp/cards/001248/files/46797_ruby_26284.zip,https://www.aozora.gr.jp/cards/001248/files/46797_26515.html
003585,ああ玉杯に花うけて,ああぎょくはいにはなうけて,NDC K913,新字新仮名,000575,佐藤,紅緑,さとう,こうろく,https://www.aozora.gr.jp/cards/000575/files/3585_ruby_20013.zip,https://www.aozora.gr.jp/cards/000575/files/3585_21718.html
046488,少年連盟,しょうねんれんめい,NDC K913,新字新仮名,000575,佐藤,紅緑,さとう,こうろく,https://www.aozora.gr.jp/cards/000575/files/46488_ruby_29360.zip,https://www.aozora.gr.jp/cards/000575/files/46488_29608.html
058459,あじさい,あじさい,NDC 913,新字新仮名,001763,佐藤,春夫,さとう,はるお,https://www.aozora.gr.jp/cards/001763/files/58459_txt_62514.zip,https://www.aozora.gr.jp/cards/001763/files/58459_62556.html
058540,西班牙犬の家,スペインけんのいえ,NDC 913,新字新仮名,001763,佐藤,春夫,さとう,はるお,https://www.aozora.gr.jp/cards/001763/files/58540_ruby_62515.zip,https://www.aozora.gr.jp/cards/001763/files/58540_62557.html
058565,「の」の字の世界,「の」のじのせかい,NDC K913,新字新仮名,001763,佐藤,春夫,さとう,はるお,https://www.aozora.gr.jp/cards/001763/files/58565_ruby_62792.zip,https://www.aozora.gr.jp/cards/001763/files/58565_62879.html
001074,苦力頭の表情,クーリーがしらのひょうじょう,NDC 913,新字新仮名,000219,里村,欣三,さとむら,きんぞう,https://www.aozora.gr.jp/cards/000219/files/1074_ruby.zip,https://www.aozora.gr.jp/cards/000219/files/1074.html
002931,シベリヤに近く,シベリヤにちかく,NDC 913,新字新仮名,000219,里村,欣三,さとむら,きんぞう,https://www.aozora.gr.jp/cards/000219/files/2931_ruby_8580.zip,https://www.aozora.gr.jp/cards/000219/files/2931_11976.html
002932,放浪の宿,ほうろうのやど,NDC 913,新字新仮名,000219,里村,欣三,さとむら,きんぞう,https://www.aozora.gr.jp/cards/000219/files/2932_ruby_37265.zip,https://www.aozora.gr.jp/cards/000219/files/2932_37371.html
043627,科学者と夜店商人,かがくしゃとよみせしょうにん,NDC 913,新字新仮名,001159,佐野,昌一,さの,しょういち,https://www.aozora.gr.jp/cards/000160/files/43627_ruby_16784.zip,https://www.aozora.gr.jp/cards/000160/files/43627_17434.html
043664,十年後のラジオ界,じゅうねんごのラジオかい,NDC 913,新字新仮名,001159,佐野,昌一,さの,しょういち,https://www.aozora.gr.jp/cards/000160/files/43664_ruby_16857.zip,https://www.aozora.gr.jp/cards/000160/files/43664_17437.html
043629,白銅貨の効用,はくどうかのこうよう,NDC 913,新字新仮名,001159,佐野,昌一,さの,しょういち,https://www.aozora.gr.jp/cards/000160/files/43629_ruby_16788.zip,https://www.aozora.gr.jp/cards/000160/files/43629_17440.html
043589,発明小僧,はつめいこぞう,NDC 913,新字新仮名,001159,佐野,昌一,さの,しょういち,https://www.aozora.gr.jp/cards/000160/files/43589_ruby_16806.zip,https://www.aozora.gr.jp/cards/000160/files/43589_17441.html
000670,尾なし犬,おなしいぬ,NDC 913,新字新仮名,000054,佐野,良二,さの,りょうじ,http://ryojikobo.webcrow.jp/yamino/onashi.zip,http://ryojikobo.webcrow.jp/yamino/onashi.htm
000364,五味氏の宝物,ごみしのたからもの,NDC 913,新字新仮名,000054,佐野,良二,さの,りょうじ,http://ryojikobo.webcrow.jp/gomishi/gomishi.zip,http://ryojikobo.webcrow.jp/gomishi/gomishi.htm
000829,飛び出しナイフ,とびだしナイフ,NDC 913,新字新仮名,000054,佐野,良二,さの,りょうじ,http://ryojikobo.webcrow.jp/yamino/tobidashi.zip,http://ryojikobo.webcrow.jp/yamino/tobidashi.htm
