書誌ID	タイトル	副題	巻号	責任表示	出版者	出版年	ISBN	判型	ページ数	ジャンル1	ジャンル2	ジャンル3	ジャンル4	責任表示ID
BK_86031031	建築探偵の冒険		東京篇	藤森照信|著	筑摩書房	1986	4480853065	20cm	316	5 技術・工学	523			00129450
BK_86031212	NHK社会部記者			神戸四郎|著	朝日新聞社	1986	4022554509	20cm	286	6 産業	699			00154566
BK_86031370	汚名			清水一行|著	集英社	1986	4087490890	16cm	432	9 文学	913	0193		00128768
BK_86031382	化身		上巻	渡辺淳一|著	集英社	1986	4087725537	20cm	302	9 文学	913	0093		00091357
BK_8603138D	化身		下巻	渡辺淳一|著	集英社	1986	4087725545	20cm	334	9 文学	913	0093		00091357
BK_86031395	小説伝・純愛伝			小林恭二|著	福武書店	1986	4828821856	20cm	241	9 文学	913	0093		00149138
BK_86031398	蒼獣鬼		異神篇	夢枕獏|著	徳間書店	1986	4191532219	18cm	217	9 文学	913	0293		00109901
BK_86031414	人外境通信			中井英夫|著	講談社	1986	406183679X	15cm	207	9 文学	913	0193		00051294
BK_86031471	アメリカ素描			司馬遼太郎|著	読売新聞社	1986	4643743603	20cm	425	9 文学	915	0095		00070104
BK_86031878	首領は何を見たか			塩田潮|著	講談社	1986	4062027054	20cm	256	2 歴史	210			00132232
BK_86031925	二つのドイツ	限りなく接近する分断国家		辻通男|著	教育社	1986	431550257X	20cm	277	3 社会科学	302			00087272
BK_86032075	職場史の修羅を生きて	再論日本の労働者像		熊沢誠|著	筑摩書房	1986	4480853022	20cm	240	3 社会科学	366			00037284
BK_86032191	世界の民話		36	小沢俊夫|編	ぎょうせい	1986	4324000654	20cm	317	3 社会科学	388	0339		00064263
BK_86032304	鉄鋼			多田研三|著	日本経済新聞社	1986	4532033438	19cm	226	5 技術・工学	564	1360		00155957
BK_86032488	プロ野球ここを喋る奴はウチから出ていけ	ここまで知られたら非常事態		板東英二|著	青春出版社	1986	4413014073	18cm	253	7 芸術・美術	783	0200		00142364
BK_86032617	理想的な朝の様子	続谷川俊太郎の33の質問		谷川俊太郎|著	リブロポート	1986	4845702118	19cm	339	9 文学	914	0095		00082609
BK_86032679	ロシア文学史			川端香男里|編	東京大学出版会	1986	4130820400	22cm	375	9 文学	980	1098		00028532
BK_86032709	おばあさんとあかいいす			鬼塚りつ子|作;飯野和好|絵	小峰書店	1986	4338051248	25cm	62	分類なし				00140899;00017427
BK_86033270	消えた鉄道を歩く	廃線跡の楽しみ		堀淳一|著	講談社	1986	4061837265	15cm	275	2 歴史	291	0126		00012567
BK_86033295	もう一つのソビエト	モスクワ団地族を追って		NHK取材班|著	日本放送出版協会	1986	4140084723	19cm	208	3 社会科学	302			00257035
BK_86033952	ウルフガイ魔界天使			平井和正|著	角川書店	1986	404138365X	15cm	387	9 文学	913	0193		00010689
BK_86034017	火の国死の国殺しを歌う			辻真先|著	徳間書店	1986	4195680484	16cm	315	9 文学	913	0193		00087257
BK_86034043	おせいさんのほろ酔い対談			田辺聖子|著	講談社	1986	4061837230	15cm	288	9 文学	914	0195		00081292
BK_86034581	新・日本人論	世界の中の日本人		読売新聞調査研究本部|編	読売新聞社	1986	4643547502	20cm	430	2 歴史	210			00259670
BK_86034610	チャールズ&ダイアナ			グレアム・フィッシャー，ヘザー・フィッシャー|著;朝日新聞外報部|訳	朝日新聞社	1986	4022555122	22cm	210	2 歴史	288			00439608;00439609;00256908
BK_86034782	史料日本の教育			神田修，山住正己|編	学陽書房	1986	431361110X	22cm	406	3 社会科学	372			00026129;00094947
BK_86034844	地震のはなし			浜野一彦|著	鹿島出版会	1986	4306093018	19cm	239	4 自然科学	453	1051		00006747
BK_86035149	サヴォイ・オペラ			庄野潤三|著	河出書房新社	1986	4309004318	20cm	293	7 芸術・美術	766			00076454
BK_86036120	世界の民話		35	小沢俊夫|編	ぎょうせい	1986	4324000646	20cm	343	3 社会科学	388			00064263
BK_86036435	気分は夕焼け色			吉行和子|著	潮出版社	1986	4267010773	18cm	218	7 芸術・美術	775			00136720
BK_86036569	闇狩り師	ハイパーアクション		夢枕獏|著	徳間書店	1984	4191529447	18cm	247	9 文学	913	0293		00109901
BK_86037032	光明皇后			林陸朗|著	吉川弘文館	1986	4642050361	19cm	272	2 歴史	288	1323		00009637
BK_86037047	思春期・生きて在る日日			山本コウタロー|著	朝日新聞社	1986	4022555157	19cm	239	2 歴史	289			00093304
BK_86037048	ジョセフ=ヒコ			近盛晴嘉|著	吉川弘文館	1986	4642050388	19cm	291	2 歴史	289	1323		00084079
BK_86037107	史録日本国憲法			児島襄|著	文芸春秋	1986	416714123X	16cm	402	3 社会科学	323	0132		00036353
BK_86037108	憲法第九条	いま、ふたたび平和を考えるとき		有斐閣|編	有斐閣	1986	4641030561	22cm	248	3 社会科学	323			00309445
BK_86037610	素顔の作曲家たち			千蔵八郎|著	音楽之友社	1986	4276210607	19cm	244	7 芸術・美術	762	1073		00084111
BK_86037658	常用漢字にない漢字の辞典	一九四五字からハミ出した難読・難解のクセモノたち		杉本つとむ|著	日本実業出版社	1986	4534011237	19cm	238	8 言語	811	0081		00074433
BK_86037743	銀河英雄伝説	長篇スペース・オペラ	7	田中芳樹|著	徳間書店	1986	4191532561	18cm	228	9 文学	913	0293		00130494
BK_86037749	コンピューターは知っていた	ビジネス・ピカレスク		広瀬仁紀|著	サンケイ出版	1986	4383024793	18cm	219	9 文学	913			00011648
BK_86037800	魔界都市ブルース	長編超伝奇小説	1	菊地秀行|著	祥伝社	1986	4396202067	18cm	216	9 文学	913	0293		00102186
BK_86037816	陳舜臣全集		第1巻		講談社	1986	4061926012	20cm	564	9 文学	913			00084124
BK_86037851	宮沢賢治全集		6		筑摩書房	1986	4480020071	15cm	553	9 文学	918	0193		00045685
BK_86038751	価格の心理	消費者は何を購入決定の"モノサシ"にするのか		小嶋外弘|著	ダイヤモンドセールス編集企画	1986	4478080747	22cm	268	6 産業	675			00036388
BK_86038996	李杜の国で			清岡卓行|著	朝日新聞社	1986	4022554991	20cm	352	9 文学	913			00032745
BK_86040918	杉田玄白			片桐一男|著	吉川弘文館	1986	4642050434	19cm	412	2 歴史	289	1323		00027305
BK_86041037	日本はこう変わる	デフレ時代の開幕と経営戦略		長谷川慶太郎|著	徳間書店	1986	4195132649	20cm	215	3 社会科学	332	0033		00007924
BK_86041162	愉しく老いる女の心支度			吉沢久子|著	海竜社	1986	475930147X	19cm	214	3 社会科学	367	0095		00098136
BK_86041298	全集日本野鳥記		11		講談社	1986	4061918117	20cm	395	4 自然科学	488			
BK_86041668	ヒゲのオタマジャクシ世界を泳ぐ			岡村喬生|著	新潮社	1986	4101463018	15cm	279	7 芸術・美術	766			00131988
BK_86041680	グルメのためのシネガイド			淀川長治|ほか著	早川書房	1986	4150501238	15cm	325	7 芸術・美術	778	0195		00095988
BK_86041953	妖少女	長編超伝奇小説		谷恒生|著	祥伝社	1986	4396202075	18cm	224	9 文学	913	0293		00082373
BK_86042015	保田与重郎全集		第8巻		講談社	1986	4061925083	20cm	511	9 文学	918			00095526
BK_86043194	太宰治と私	激浪の青春		石上玄一郎|著	集英社	1986	4087725634	20cm	383	9 文学	910			00021972
BK_86043337	夜の光芒			黒岩重吾|著	角川書店	1986	4041268427	15cm	293	9 文学	913	0193		00038277
BK_86043350	芥川竜之介雑記帖			内田百間|著	河出書房新社	1986	4309401554	15cm	190	9 文学	914	0195		00089308
BK_86043399	独立戦争ゲーム			ジョン・ガードナー|著;後藤安彦|訳	文芸春秋	1986	4167275473	16cm	350	9 文学	933	0197		00440535;00006188
BK_86043423	毒いりチョコレート事件			A.バークリー|作;麻生九美|文;葛岡博|絵	ポプラ社	1986	4591022765	18cm	238	分類なし		8197		00433044;00120608
BK_86043850	ヤルタ会談=世界の分割	戦後体制を決めた8日間の記録		アルチュール・コント|著;山口俊章|訳	サイマル出版会	1986	4377306987	19cm	406	2 歴史	209	0331		00436509;00092825
BK_86043862	昭和史への一証言			松本重治|著	毎日新聞社	1986	4620305286	20cm	322	2 歴史	210			00041811
BK_86043891	探検家リチャード・バートン			藤野幸雄|著	新潮社	1986	4106003112	20cm	258	2 歴史	289	0398		00015986
BK_86043928	住んでみたサウジアラビア	アラビア人との愉快なふれあい		樋口健夫，樋口容視子|著	サイマル出版会	1986	4377406930	19cm	247	3 社会科学	302	0395		00144680;00144682
BK_86043940	北朝鮮と南朝鮮	38度線の100年		林建彦|著	サイマル出版会	1986	4377300881	19cm	287	3 社会科学	312	0331		00009739
BK_86044371	世紀末の美学			河村錠一郎|著	研究社出版	1986	4327480878	20cm	263	7 芸術・美術	702	1098		00029482
BK_86044642	いまえよしとも1年生のどうわ		2	今江祥智|作;長新太|絵	理論社	1986	4652021127	25cm	237	分類なし		8393		00018392;00087521
BK_86044979	実録六〇年安保闘争			塩田庄兵衛|著	新日本出版社	1986	4406013903	19cm	265	2 歴史	210			00072653
BK_86045033	NHK大黄河		第2巻		日本放送出版協会	1986	4140084812	22cm	285	2 歴史	292			
BK_86045098	現代国際法			小田滋|ほか編	有斐閣	1986	4641110166	19cm	388	3 社会科学	329	1332		00057392
BK_86045324	野鳥の公園奮闘記	わが町東京		加藤幸子|編	三省堂	1986	438541212X	20cm	301	5 技術・工学	519			00131343
BK_86045429	魚	21世紀へのプログラム		河井智康|著	農山漁村文化協会	1986	4540860224	19cm	206	6 産業	661			00157196
BK_86045451	春花秋鳥			上村松篁|著	日本経済新聞社	1986	4532094216	22cm	210	7 芸術・美術	721			00088124
BK_86045640	異型の街角			森村誠一|著	角川書店	1986	4041365813	15cm	287	9 文学	913	0193		00047302
BK_86045664	少しだけラブストーリー		part 2	唯川恵|著	集英社	1986	4086108607	15cm	229	9 文学	913	0193		00148376
BK_86045694	山本藤枝の太平記			山本藤枝|著	集英社	1986	4081630143	20cm	270	9 文学	913	1393		00093163
BK_86046995	艶めいた遺産			源氏鶏太|著	集英社	1986	4087491137	16cm	330	9 文学	913	0193		00005790
BK_86047021	風に訊け	ライフスタイル・アドバイス		開高健|著	集英社	1986	4087491129	15cm	381	9 文学	914	0195		00024947
BK_86047717	半歩さがって	奇跡の国ニッポン’80年代日本の女性たち		ジェーン・コンドン|著;石井清子|訳	主婦の友社	1986	4079239866	20cm	351	3 社会科学	367			00436443;00020919
BK_86047792	数学近未来			森毅|構成・演出	培風館	1986	4563020397	19cm	282	4 自然科学	410	3040		00046995
BK_86047796	表面の科学			岡田正和，金持徹|著	大月書店	1986	427240119X	19cm	198	4 自然科学	428			00059338;00157122
BK_86047933	うつみ宮土理のカチンカチン体操	ヤセたいところがすぐヤセる		うつみ宮土理|著	扶桑社	1986	4893530925	17cm	228	5 技術・工学	595	2270		00108870
BK_86048004	現在美術			伊東順二|著	PARCO出版局	1986	4891941065	22cm	287	7 芸術・美術	702	0070		00157048
BK_86048339	白鳥のふたごものがたり		2	いぬいとみこ|作;いせひでこ|絵	理論社	1986	4652008325	21cm	186	分類なし		8393		00019978;00119320
BK_86048341	ファーブルの昆虫記			アンリ・ファーブル|著;中村浩，江口清|訳;松岡達英|絵	講談社	1986	4061472003	18cm	241	分類なし		8245		00439133;00051539;00005166
BK_86048870	地方財政の国際比較			宮本憲一|編	勁草書房	1986	4326500565	22cm	310	3 社会科学	349			00045049
BK_86049208	英語正誤辞典			荒木一雄|編	研究社出版	1986	4327461032	19cm	981	8 言語	835	1082		00002938
BK_86049286	地底ドドンパ男			岬兄悟|著	早川書房	1986	4150302251	16cm	308	9 文学	913	0193		00121971
BK_86049308	荷風小説		3	永井壮吉|著	岩波書店	1986	4000910639	20cm	511	9 文学	913	0393		00049619
BK_86049602	山室軍平			三吉明|著	吉川弘文館	1986	4642050507	19cm	297	1 哲学	198	1323		00045779
BK_86049684	アムンセンとスコット	南極点への到達に賭ける		本多勝一|著	教育社	1986	4315503746	20cm	308	2 歴史	297			00012116
BK_86049689	チーズバーガーズ			ボブ・グリーン|著;井上一馬|訳	文芸春秋	1986	4163407103	20cm	268	3 社会科学	302	0098		00441617;00142690
BK_86050220	山陰路殺人事件	長編推理小説		西村京太郎|著	光文社	1986	4334026583	18cm	225	9 文学	913	0293		00055252
BK_86050952	昭和史のおんな		続	沢地久枝|著	文芸春秋	1986	4167239078	16cm	379	3 社会科学	367	0195		00069234
BK_86051087	西洋の都市	その歴史と類型		ヴォルフガング・ブラウンフェルス|著;日高健一郎|訳	丸善	1986	4621030981	22cm	369	5 技術・工学	518	3052		00434238;00156690
BK_86051257	｢芸術写真｣とその時代			飯沢耕太郎|著	筑摩書房	1986	448087089X	22cm	247	7 芸術・美術	740			00156892
BK_86051893	カトリックとプロテスタント	どのように違うか		ホセ・ヨンパルト|著	中央出版社	1986	4805614277	17cm	163	1 哲学	198	0016		00447877
BK_86052623	呪われたブルー・エラー			ウィリアム・G.タプリー|著;島田三蔵|訳	サンケイ出版	1986	4383025234	16cm	342	9 文学	933			00458323;00106735
BK_86052911	新・岩波講座哲学		9	大森荘蔵|ほか編	岩波書店	1986	400010229X	22cm	376	1 哲学	108			
BK_86053764	殺人は歌ではじまる			ヴァン・ダイン|作;浜野サトル|文;品川るみ|絵	ポプラ社	1986	4591023133	18cm	222	分類なし		8197		00459514;00006761
BK_86053780	ふしぎの国のアリス			ルイス・キャロル|著;高杉一郎|訳;J.テニエル|絵	講談社	1986	4061472062	18cm	227	分類なし		8297		00435403;00079163
BK_86053782	ぼくらの夏は山小屋で			三輪裕子|著;ふりやかよこ|絵	講談社	1986	4061190997	22cm	255	分類なし		8093		00160400;00134934
BK_86054299	中国面白雑貨買い歩る記			鈴木義司|ほか著	新潮社	1986	4101481016	15cm	223	2 歴史	292			00076300
BK_86054866	この悲しみの世に			曽野綾子|著	主婦と生活社	1986	4391109131	20cm	333	9 文学	913			00073575
BK_86054924	迷宮物語			眉村卓|著	角川書店	1986	4041357470	15cm	200	9 文学	913	0193		00042956
BK_86054940	人間だいすき			早乙女勝元|著	草の根出版会	1986	4876480079	19cm	257	9 文学	914			00067136
BK_86055562	子どものこころを育てるテレビ・テレビゲーム・コンピュータ			P.M.グリーンフィールド|著;無藤隆，鈴木寿子|共訳	サイエンス社	1986	4781904505	19cm	284	3 社会科学	375	3011		00441635;00137680;00161384
BK_86055924	フルトヴェングラー	足跡-不滅の巨匠		ベルント・W.ヴェスリンク|著;香川檀|訳	音楽之友社	1986	4276217156	20cm	635	7 芸術・美術	762			00460631;00144949
BK_86056091	魔性菩薩	長編超伝奇小説	下	夢枕獏|著	祥伝社	1986	4396202172	18cm	216	9 文学	913	0293		00109901
BK_86056093	優しくって少しばか			原田宗典|著	集英社	1986	4087725758	20cm	301	9 文学	913	0093		00159237
BK_86057280	今は幻吉原のものがたり			近藤富枝|著	講談社	1986	4061838326	15cm	243	9 文学	913	0195		00035193
BK_86057328	花園の迷宮			山崎洋子|著	講談社	1986	4062029693	20cm	320	9 文学	913	0093		00162028
BK_86057361	詩人のノート			田村隆一|著	朝日新聞社	1986	402259411X	19cm	252	9 文学	914	0395		00081099
