サンプルID	記事ID	人名ID	役割	初刊情報	初出情報
LBd3_00079	LBd3_00079_V001	93948	実著者	1989	
LBd3_00081	LBd3_00081_F001	79900	実著者	1989	
LBd3_00081	LBd3_00081_V001	79900	実著者	1989	
LBd4_00003	LBd4_00003_F001	185270	実著者	1989	
LBd4_00003	LBd4_00003_V001	185270	実著者	1989	
LBd4_00005	LBd4_00005_F001	66944	実著者	1989	
LBd4_00005	LBd4_00005_V001	66944	実著者	1989	
LBd4_00006	LBd4_00006_F001	95205	訳者	1977	
LBd4_00006	LBd4_00006_F001	435403	原著者	1977	
LBd4_00006	LBd4_00006_V001	95205	訳者	1977	
LBd4_00006	LBd4_00006_V001	435403	原著者	1977	
LBd4_00007	LBd4_00007_F001	2511437	実著者	1989	
LBd4_00007	LBd4_00007_F002	2511438	実著者	1989	
LBd4_00007	LBd4_00007_V001	2511437	実著者	1989	
LBd4_00008	LBd4_00008_F001	57400	実著者	1989	
LBd4_00008	LBd4_00008_V001	57400	実著者	1989	
LBd4_00009	LBd4_00009_F001	61213	実著者	1989	
LBd4_00009	LBd4_00009_V001	61213	実著者	1989	
LBd4_00010	LBd4_00010_F001	18674	実著者	1989	
LBd4_00010	LBd4_00010_F002	188995	実著者	1989	
LBd4_00010	LBd4_00010_V001	18674	実著者	1989	
LBd4_00012	LBd4_00012_F001	166201	訳者	1989	
LBd4_00012	LBd4_00012_F001	474715	原著者	1989	
LBd4_00012	LBd4_00012_V001	166201	訳者	1989	
LBd4_00012	LBd4_00012_V001	474715	原著者	1989	
LBd4_00014	LBd4_00014_F001	164124	実著者	1989	
LBd4_00014	LBd4_00014_V001	164124	実著者	1989	
LBd4_00015	LBd4_00015_F001	186219	実著者	1989	
LBd4_00015	LBd4_00015_V001	186219	実著者	1989	
LBd4_00018	LBd4_00018_F001	105412	実著者	1989	
LBd4_00018	LBd4_00018_V001	105412	実著者	1989	
LBd4_00019	LBd4_00019_F001	78818	実著者	1985	n.d.-n.d.
LBd4_00019	LBd4_00019_V001	78818	実著者	1985	n.d.-n.d.
LBd4_00020	LBd4_00020_F001	100935	実著者	1989	
LBd4_00020	LBd4_00020_V001	100935	実著者	1989	
LBd4_00021	LBd4_00021_F001	87794	実著者	1989	
LBd4_00021	LBd4_00021_V001	87794	実著者	1989	
LBd4_00022	LBd4_00022_F001	22158	訳者	1980	
LBd4_00022	LBd4_00022_F001	440542	原著者	1980	
LBd4_00022	LBd4_00022_V001	22158	訳者	1980	
LBd4_00022	LBd4_00022_V001	440542	原著者	1980	
LBd4_00023	LBd4_00023_F001	14906	実著者	1989	
LBd4_00023	LBd4_00023_V001	14906	実著者	1989	
LBd4_00028	LBd4_00028_F001	187988	実著者	1989	
LBd4_00028	LBd4_00028_V001	187988	実著者	1989	
LBd4_00030	LBd4_00030_F001	27678	実著者	1989	
LBd4_00030	LBd4_00030_V001	27678	実著者	1989	
LBd5_00001	LBd5_00001_F001	371169	実著者	1989	
LBd5_00001	LBd5_00001_V001	371169	実著者	1989	
LBd5_00003	LBd5_00003_F001	162366	訳者	1989	
LBd5_00003	LBd5_00003_F001	477643	原著者	1989	
LBd5_00003	LBd5_00003_V001	162366	訳者	1989	
LBd5_00003	LBd5_00003_V001	477643	原著者	1989	
LBd5_00004	LBd5_00004_F001	188818	実著者	1989	
LBd5_00004	LBd5_00004_V001	188818	実著者	1989	
LBd5_00005	LBd5_00005_F001	0	実著者	1989	
LBd5_00005	LBd5_00005_V001	0	実著者	1989	
LBd5_00006	LBd5_00006_F001	98136	実著者	1989	
LBd5_00006	LBd5_00006_V001	98136	実著者	1989	
LBd5_00008	LBd5_00008_F001	193228	実著者	1989	
LBd5_00008	LBd5_00008_V001	193228	実著者	1989	
LBd5_00010	LBd5_00010_F001	82415	実著者	1989	
LBd5_00010	LBd5_00010_V001	82415	実著者	1989	
LBd5_00011	LBd5_00011_F001	55731	実著者	1986	
LBd5_00011	LBd5_00011_V001	55731	実著者	1986	
LBd5_00012	LBd5_00012_F001	44763	実著者	1989	
LBd5_00012	LBd5_00012_F001	50376	実著者	1989	
LBd5_00012	LBd5_00012_F001	105702	実著者	1989	
LBd5_00012	LBd5_00012_F001	152463	実著者	1989	
LBd5_00012	LBd5_00012_F001	253866	実著者	1989	
LBd5_00012	LBd5_00012_F001	2507337	実著者	1989	
LBd5_00012	LBd5_00012_F001	2507338	実著者	1989	
LBd5_00012	LBd5_00012_F001	2507341	実著者	1989	
LBd5_00012	LBd5_00012_V001	44763	実著者	1989	
LBd5_00012	LBd5_00012_V001	50376	実著者	1989	
LBd5_00012	LBd5_00012_V001	105702	実著者	1989	
LBd5_00012	LBd5_00012_V001	152463	実著者	1989	
LBd5_00012	LBd5_00012_V001	253866	実著者	1989	
LBd5_00012	LBd5_00012_V001	2507337	実著者	1989	
LBd5_00012	LBd5_00012_V001	2507338	実著者	1989	
LBd5_00012	LBd5_00012_V001	2507341	実著者	1989	
LBd5_00013	LBd5_00013_F001	54064	実著者	1988	
LBd5_00013	LBd5_00013_F001	179601	実著者	1988	
LBd5_00013	LBd5_00013_V001	54064	実著者	1988	
LBd5_00013	LBd5_00013_V001	179601	実著者	1988	
LBd5_00015	LBd5_00015_F001	0	実著者	1989	
LBd5_00015	LBd5_00015_V001	0	実著者	1989	
LBd5_00016	LBd5_00016_F001	1	実著者	1969	
LBd5_00016	LBd5_00016_V001	1	実著者	1969	
LBd5_00017	LBd5_00017_F001	84116	実著者	1989	
LBd5_00017	LBd5_00017_V001	84116	実著者	1989	
LBd5_00018	LBd5_00018_F001	195864	実著者	1989	
LBd5_00018	LBd5_00018_F001	197623	実著者	1989	
LBd5_00018	LBd5_00018_V001	195864	実著者	1989	
LBd5_00018	LBd5_00018_V001	197623	実著者	1989	
LBd5_00019	LBd5_00019_F001	126028	訳者	1989	
LBd5_00019	LBd5_00019_F001	462899	原著者	1989	
LBd5_00019	LBd5_00019_F001	464208	原著者	1989	
LBd5_00019	LBd5_00019_V001	126028	訳者	1989	
LBd5_00019	LBd5_00019_V001	462899	原著者	1989	
LBd5_00019	LBd5_00019_V001	464208	原著者	1989	
LBd5_00020	LBd5_00020_F001	173192	実著者	1989	
LBd5_00020	LBd5_00020_V001	173192	実著者	1989	
LBd5_00021	LBd5_00021_F001	188818	実著者	1989	
LBd5_00021	LBd5_00021_V001	188818	実著者	1989	
LBd5_00022	LBd5_00022_F001	859489	実著者	1988	
LBd5_00022	LBd5_00022_F001	2507678	実著者	1988	
LBd5_00022	LBd5_00022_V001	859489	実著者	1988	
LBd5_00022	LBd5_00022_V001	2507678	実著者	1988	
LBd5_00023	LBd5_00023_F001	150043	実著者	1989	
LBd5_00023	LBd5_00023_V001	150043	実著者	1989	
LBd5_00025	LBd5_00025_F001	156123	実著者	1989	
LBd5_00025	LBd5_00025_V001	156123	実著者	1989	
LBd6_00001	LBd6_00001_F001	98871	実著者	1989	
LBd6_00001	LBd6_00001_V001	98871	実著者	1989	
LBd6_00002	LBd6_00002_F001	1	実著者	1989	
LBd6_00002	LBd6_00002_V001	1	実著者	1989	
LBd6_00003	LBd6_00003_F001	103512	実著者	1989	
LBd6_00003	LBd6_00003_V001	103512	実著者	1989	
LBd6_00004	LBd6_00004_F001	37682	実著者	1989	
LBd6_00004	LBd6_00004_V001	37682	実著者	1989	
LBd6_00005	LBd6_00005_F001	30404	実著者	1989	
LBd6_00005	LBd6_00005_V001	30404	実著者	1989	
LBd6_00007	LBd6_00007_F001	175041	実著者	1979	
LBd6_00007	LBd6_00007_V001	175041	実著者	1979	
LBd6_00009	LBd6_00009_F001	2506253	実著者	1989	
LBd6_00009	LBd6_00009_V001	2506253	実著者	1989	
LBd6_00014	LBd6_00014_F001	164755	実著者	1989	
LBd6_00014	LBd6_00014_V001	164755	実著者	1989	
LBd6_00016	LBd6_00016_F001	69904	訳者	1989	
LBd6_00016	LBd6_00016_F001	471680	原著者	1989	
LBd6_00016	LBd6_00016_V001	69904	訳者	1989	
LBd6_00016	LBd6_00016_V001	471680	原著者	1989	
LBd6_00017	LBd6_00017_F001	52496	実著者	1989	1986-1988
LBd6_00017	LBd6_00017_V001	52496	実著者	1989	1986-1988
LBd6_00018	LBd6_00018_F001	25243	実著者	1986	n.d.-n.d.
LBd6_00018	LBd6_00018_V001	25243	実著者	1986	n.d.-n.d.
LBd6_00019	LBd6_00019_F001	66710	実著者	1989	
LBd6_00019	LBd6_00019_V001	66710	実著者	1989	
LBd7_00001	LBd7_00001_F001	88637	実著者	1989	1986
LBd7_00001	LBd7_00001_F001	2505120	実著者	1989	1986
LBd7_00001	LBd7_00001_V001	88637	実著者	1989	1986
LBd7_00001	LBd7_00001_V001	2505120	実著者	1989	1986
LBd7_00004	LBd7_00004_F001	64358	実著者	1989	1947
LBd7_00004	LBd7_00004_F002	64358	実著者	1989	1947
LBd7_00004	LBd7_00004_V001	64358	実著者	1989	1947
LBd7_00005	LBd7_00005_F001	95693	実著者	1976	
LBd7_00005	LBd7_00005_V001	95693	実著者	1976	
LBd7_00007	LBd7_00007_F001	188610	実著者	1989	
LBd7_00007	LBd7_00007_V001	188610	実著者	1989	
LBd7_00008	LBd7_00008_F001	92015	実著者	1976	
LBd7_00008	LBd7_00008_V001	92015	実著者	1976	
LBd7_00009	LBd7_00009_F001	2506255	実著者	1989	
LBd7_00009	LBd7_00009_V001	2506255	実著者	1989	
LBd7_00010	LBd7_00010_F001	128678	実著者	1989	1988-1989
LBd7_00010	LBd7_00010_V001	128678	実著者	1989	1988-1989
LBd7_00011	LBd7_00011_F001	19771	訳者	1989	
LBd7_00011	LBd7_00011_F001	457484	原著者	1989	
LBd7_00011	LBd7_00011_V001	19771	訳者	1989	
LBd7_00011	LBd7_00011_V001	457484	原著者	1989	
LBd7_00012	LBd7_00012_F001	1	実著者	1989	1987
LBd7_00012	LBd7_00012_V001	1	実著者	1989	1987
LBd7_00013	LBd7_00013_F001	37567	訳者	1989	
LBd7_00013	LBd7_00013_F001	188488	訳者	1989	
LBd7_00013	LBd7_00013_F001	451751	原著者	1989	
LBd7_00013	LBd7_00013_V001	37567	訳者	1989	
LBd7_00013	LBd7_00013_V001	188488	訳者	1989	
LBd7_00013	LBd7_00013_V001	451751	原著者	1989	
LBd7_00014	LBd7_00014_F001	28933	実著者	1989	
LBd7_00014	LBd7_00014_V001	28933	実著者	1989	
LBd7_00015	LBd7_00015_F001	173668	実著者	1989	
LBd7_00015	LBd7_00015_V001	173668	実著者	1989	
LBd7_00017	LBd7_00017_F001	104400	実著者	1989	
LBd7_00017	LBd7_00017_V001	104400	実著者	1989	
LBd7_00020	LBd7_00020_F001	117345	実著者	1989	
LBd7_00020	LBd7_00020_V001	117345	実著者	1989	
LBd7_00024	LBd7_00024_F001	188692	実著者	1989	
LBd7_00024	LBd7_00024_F001	188693	実著者	1989	
LBd7_00024	LBd7_00024_V001	188692	実著者	1989	
LBd7_00024	LBd7_00024_V001	188693	実著者	1989	
LBd7_00027	LBd7_00027_F001	79139	訳者	1989	
LBd7_00027	LBd7_00027_F001	256457	訳者	1989	
LBd7_00027	LBd7_00027_F001	2505849	原著者	1989	
LBd7_00027	LBd7_00027_V001	79139	訳者	1989	
LBd7_00027	LBd7_00027_V001	256457	訳者	1989	
LBd7_00027	LBd7_00027_V001	2505849	原著者	1989	
LBd7_00029	LBd7_00029_F001	156892	実著者	1989	
LBd7_00029	LBd7_00029_V001	156892	実著者	1989	
LBd7_00030	LBd7_00030_F001	168386	実著者	1989	
LBd7_00030	LBd7_00030_V001	168386	実著者	1989	
LBd7_00031	LBd7_00031_F001	192415	実著者	1989	
LBd7_00031	LBd7_00031_V001	192415	実著者	1989	
LBd7_00035	LBd7_00035_F001	186833	実著者	1989	
LBd7_00035	LBd7_00035_V001	186833	実著者	1989	
LBd7_00036	LBd7_00036_F001	175843	実著者	1989	
LBd7_00036	LBd7_00036_V001	175843	実著者	1989	
LBd7_00038	LBd7_00038_F001	735465	訳者	1989	
LBd7_00038	LBd7_00038_F001	2508003	原著者	1989	
LBd7_00038	LBd7_00038_V001	735465	訳者	1989	
LBd7_00038	LBd7_00038_V001	2508003	原著者	1989	
LBd7_00041	LBd7_00041_F001	45685	実著者	1946	
LBd7_00041	LBd7_00041_V001	45685	実著者	1946	
LBd7_00042	LBd7_00042_F001	79139	実著者	1986	
LBd7_00042	LBd7_00042_V001	79139	実著者	1986	
LBd7_00043	LBd7_00043_F001	70598	実著者	1989	
LBd7_00043	LBd7_00043_V001	70598	実著者	1989	
LBd7_00044	LBd7_00044_F001	2505629	訳者	1989	
LBd7_00044	LBd7_00044_F001	2508001	原著者	1989	
LBd7_00044	LBd7_00044_V001	2505629	訳者	1989	
LBd7_00044	LBd7_00044_V001	2508001	原著者	1989	
LBd7_00045	LBd7_00045_F001	172559	実著者	1989	
LBd7_00045	LBd7_00045_V001	172559	実著者	1989	
LBd8_00001	LBd8_00001_F001	2505369	実著者	1989	
LBd8_00001	LBd8_00001_V001	2505369	実著者	1989	
LBd8_00002	LBd8_00002_F001	10575	実著者	1989	
LBd8_00002	LBd8_00002_F001	188154	実著者	1989	
LBd8_00002	LBd8_00002_V001	10575	実著者	1989	
LBd8_00002	LBd8_00002_V001	188154	実著者	1989	
LBd8_00003	LBd8_00003_F001	0	実著者	1989	n.d.-n.d.
LBd8_00003	LBd8_00003_V001	0	実著者	1989	n.d.-n.d.
LBd8_00004	LBd8_00004_F001	47663	実著者	1989	
LBd8_00004	LBd8_00004_V001	47663	実著者	1989	
LBd8_00006	LBd8_00006_F001	12849	実著者	1989	
LBd8_00006	LBd8_00006_V001	12849	実著者	1989	
LBd8_00007	LBd8_00007_F001	65204	実著者	1989	
LBd8_00007	LBd8_00007_V001	65204	実著者	1989	
LBd8_00008	LBd8_00008_F001	196147	実著者	1989	
LBd8_00008	LBd8_00008_V001	196147	実著者	1989	
LBd8_00009	LBd8_00009_F001	72635	実著者	1978	
LBd8_00009	LBd8_00009_V001	72635	実著者	1978	
LBd8_00010	LBd8_00010_F001	55508	実著者	1989	
LBd8_00010	LBd8_00010_V001	55508	実著者	1989	
LBd9_00001	LBd9_00001_F001	7089	実著者	1989	1989
LBd9_00001	LBd9_00001_V001	7089	実著者	1989	1989
LBd9_00002	LBd9_00002_F001	65221	実著者	1986	
LBd9_00002	LBd9_00002_V001	65221	実著者	1986	
LBd9_00003	LBd9_00003_F001	54203	実著者	1985	
LBd9_00003	LBd9_00003_V001	54203	実著者	1985	
LBd9_00004	LBd9_00004_F001	52487	訳者	1989	
LBd9_00004	LBd9_00004_F001	476410	原著者	1989	
LBd9_00004	LBd9_00004_V001	52487	訳者	1989	
LBd9_00004	LBd9_00004_V001	476410	原著者	1989	
LBd9_00005	LBd9_00005_F001	93784	実著者	1986	1985-1986
LBd9_00005	LBd9_00005_V001	93784	実著者	1986	1985-1986
LBd9_00007	LBd9_00007_F001	6761	訳者	1989	
LBd9_00007	LBd9_00007_F001	467560	原著者	1989	
LBd9_00007	LBd9_00007_V001	6761	訳者	1989	
LBd9_00007	LBd9_00007_V001	467560	原著者	1989	
LBd9_00008	LBd9_00008_F001	72068	実著者	1973	1933
LBd9_00008	LBd9_00008_V001	72068	実著者	1973	1933
LBd9_00009	LBd9_00009_F001	71830	実著者	1989	
LBd9_00009	LBd9_00009_V001	71830	実著者	1989	
LBd9_00010	LBd9_00010_F001	125514	訳者	1989	
LBd9_00010	LBd9_00010_F001	2505651	原著者	1989	
LBd9_00010	LBd9_00010_F002	156773	訳者	1989	
LBd9_00010	LBd9_00010_F002	2505652	原著者	1989	
LBd9_00010	LBd9_00010_V001	125514	訳者	1989	
LBd9_00010	LBd9_00010_V001	2505651	原著者	1989	
LBd9_00012	LBd9_00012_F001	80536	実著者	1989	1983
LBd9_00012	LBd9_00012_V001	80536	実著者	1989	1983
LBd9_00013	LBd9_00013_F001	96540	訳者	1989	
LBd9_00013	LBd9_00013_F001	441238	原著者	1989	
LBd9_00013	LBd9_00013_V001	96540	訳者	1989	
LBd9_00013	LBd9_00013_V001	441238	原著者	1989	
LBd9_00014	LBd9_00014_F001	56295	実著者	1989	1988
LBd9_00014	LBd9_00014_V001	56295	実著者	1989	1988
LBd9_00015	LBd9_00015_F001	41225	訳者	1989	
LBd9_00015	LBd9_00015_F001	125883	訳者	1989	
LBd9_00015	LBd9_00015_F001	462084	原著者	1989	
LBd9_00015	LBd9_00015_V001	41225	訳者	1989	
LBd9_00015	LBd9_00015_V001	125883	訳者	1989	
LBd9_00015	LBd9_00015_V001	462084	原著者	1989	
LBd9_00017	LBd9_00017_F001	26591	実著者	1986	
LBd9_00017	LBd9_00017_V001	26591	実著者	1986	
LBd9_00018	LBd9_00018_F001	125214	実著者	1989	
LBd9_00018	LBd9_00018_V001	125214	実著者	1989	
LBd9_00019	LBd9_00019_F001	81292	実著者	1989	1986
LBd9_00019	LBd9_00019_V001	81292	実著者	1989	1986
LBd9_00020	LBd9_00020_F001	2018	実著者	1986	
LBd9_00020	LBd9_00020_V001	2018	実著者	1986	
LBd9_00022	LBd9_00022_F001	15245	実著者	1979	1977
LBd9_00022	LBd9_00022_V001	15245	実著者	1979	1977
LBd9_00023	LBd9_00023_F001	55252	実著者	1986	1986
LBd9_00023	LBd9_00023_V001	55252	実著者	1986	1986
LBd9_00024	LBd9_00024_F001	18514	実著者	1989	
LBd9_00024	LBd9_00024_V001	18514	実著者	1989	
LBd9_00026	LBd9_00026_F001	101551	実著者	1989	
LBd9_00026	LBd9_00026_V001	101551	実著者	1989	
LBd9_00027	LBd9_00027_F001	95526	実著者	1989	1955
LBd9_00027	LBd9_00027_V001	95526	実著者	1989	1955
LBd9_00028	LBd9_00028_F001	179252	実著者	1989	
LBd9_00028	LBd9_00028_V001	179252	実著者	1989	
LBd9_00029	LBd9_00029_F001	108532	実著者	1989	1985-1989
LBd9_00029	LBd9_00029_V001	108532	実著者	1989	1985-1989
LBd9_00030	LBd9_00030_F001	71037	実著者	1972	
LBd9_00030	LBd9_00030_V001	71037	実著者	1972	
LBd9_00031	LBd9_00031_F001	118680	実著者	1989	1989
LBd9_00031	LBd9_00031_V001	118680	実著者	1989	1989
LBd9_00033	LBd9_00033_F001	185839	実著者	1989	
LBd9_00033	LBd9_00033_V001	185839	実著者	1989	
LBd9_00035	LBd9_00035_F001	52551	実著者	1989	1960
LBd9_00035	LBd9_00035_V001	52551	実著者	1989	1960
LBd9_00036	LBd9_00036_F001	162436	実著者	1989	
LBd9_00036	LBd9_00036_V001	162436	実著者	1989	
LBd9_00038	LBd9_00038_F001	16133	実著者	1989	1986-1988
LBd9_00038	LBd9_00038_V001	16133	実著者	1989	1986-1988
LBd9_00039	LBd9_00039_F001	142812	実著者	1989	1989
LBd9_00039	LBd9_00039_F001	451302	実著者	1989	1989
LBd9_00039	LBd9_00039_V001	142812	実著者	1989	1989
LBd9_00039	LBd9_00039_V001	451302	実著者	1989	1989
LBd9_00040	LBd9_00040_F001	4693	実著者	1941	
LBd9_00040	LBd9_00040_V001	4693	実著者	1941	
LBd9_00041	LBd9_00041_F001	59699	実著者	1989	1925
LBd9_00041	LBd9_00041_V001	59699	実著者	1989	1925
LBd9_00042	LBd9_00042_F001	180192	実著者	1989	
LBd9_00042	LBd9_00042_V001	180192	実著者	1989	
LBd9_00044	LBd9_00044_F001	72635	実著者	1989	1987
LBd9_00044	LBd9_00044_V001	72635	実著者	1989	1987
LBd9_00045	LBd9_00045_F001	185920	実著者	1989	
LBd9_00045	LBd9_00045_V001	185920	実著者	1989	
LBd9_00046	LBd9_00046_F001	185885	実著者	1989	
LBd9_00046	LBd9_00046_V001	185885	実著者	1989	
LBd9_00048	LBd9_00048_F001	99932	実著者	1989	
LBd9_00048	LBd9_00048_V001	99932	実著者	1989	
LBd9_00049	LBd9_00049_F001	55357	実著者	1985	
LBd9_00049	LBd9_00049_V001	55357	実著者	1985	
LBd9_00050	LBd9_00050_F001	86507	実著者	1989	1988
LBd9_00050	LBd9_00050_V001	86507	実著者	1989	1988
LBd9_00053	LBd9_00053_F001	71882	実著者	1989	
LBd9_00053	LBd9_00053_V001	71882	実著者	1989	
LBd9_00054	LBd9_00054_F001	66346	実著者	1989	1989
LBd9_00054	LBd9_00054_V001	66346	実著者	1989	1989
LBd9_00055	LBd9_00055_F001	69163	実著者	1984	
LBd9_00055	LBd9_00055_V001	69163	実著者	1984	
LBd9_00057	LBd9_00057_F001	105995	実著者	1989	1986
LBd9_00057	LBd9_00057_V001	105995	実著者	1989	1986
LBd9_00058	LBd9_00058_F001	162436	実著者	1989	
LBd9_00058	LBd9_00058_V001	162436	実著者	1989	
LBd9_00059	LBd9_00059_F001	65221	実著者	1989	1989
LBd9_00059	LBd9_00059_V001	65221	実著者	1989	1989
LBd9_00061	LBd9_00061_F001	136950	実著者	1989	1989
LBd9_00061	LBd9_00061_V001	136950	実著者	1989	1989
LBd9_00062	LBd9_00062_F001	49762	訳者	1989	
LBd9_00062	LBd9_00062_F001	445734	原著者	1989	
LBd9_00062	LBd9_00062_V001	49762	訳者	1989	
LBd9_00062	LBd9_00062_V001	445734	原著者	1989	
LBd9_00063	LBd9_00063_F001	97414	実著者	1939	
LBd9_00063	LBd9_00063_V001	97414	実著者	1939	
LBd9_00064	LBd9_00064_F001	117060	実著者	1989	
LBd9_00064	LBd9_00064_V001	117060	実著者	1989	
LBd9_00065	LBd9_00065_F001	90387	実著者	1986	
LBd9_00065	LBd9_00065_V001	90387	実著者	1986	
LBd9_00066	LBd9_00066_F001	67079	実著者	1986	1985
LBd9_00066	LBd9_00066_V001	67079	実著者	1986	1985
LBd9_00067	LBd9_00067_F001	81678	実著者	1989	
LBd9_00067	LBd9_00067_V001	81678	実著者	1989	
LBd9_00069	LBd9_00069_F001	55252	実著者	1987	1985-1986
LBd9_00069	LBd9_00069_V001	55252	実著者	1987	1985-1986
LBd9_00070	LBd9_00070_F001	129807	実著者	1989	
LBd9_00070	LBd9_00070_V001	129807	実著者	1989	
LBd9_00071	LBd9_00071_F001	148435	訳者	1989	
LBd9_00071	LBd9_00071_F001	431055	原著者	1989	
LBd9_00071	LBd9_00071_V001	148435	訳者	1989	
LBd9_00071	LBd9_00071_V001	431055	原著者	1989	
LBd9_00072	LBd9_00072_F001	33197	実著者	1989	1978
LBd9_00072	LBd9_00072_V001	33197	実著者	1989	1978
LBd9_00076	LBd9_00076_F001	172179	実著者	1989	
LBd9_00076	LBd9_00076_V001	172179	実著者	1989	
LBd9_00077	LBd9_00077_F001	915055	実著者	1989	
LBd9_00077	LBd9_00077_F002	377307	実著者	1989	
LBd9_00077	LBd9_00077_V001	915055	実著者	1989	
LBd9_00078	LBd9_00078_F001	59157	実著者	1987-1989	
LBd9_00078	LBd9_00078_F002	59157	実著者	1987-1989	
LBd9_00078	LBd9_00078_F003	59157	実著者	1987-1989	
LBd9_00078	LBd9_00078_V001	59157	実著者	1987-1989	
LBd9_00079	LBd9_00079_F001	36356	実著者	1989	
LBd9_00079	LBd9_00079_F001	154499	実著者	1989	
LBd9_00079	LBd9_00079_V001	36356	実著者	1989	
LBd9_00079	LBd9_00079_V001	154499	実著者	1989	
LBd9_00080	LBd9_00080_F001	129352	実著者	1986	1986
LBd9_00080	LBd9_00080_V001	129352	実著者	1986	1986
LBd9_00081	LBd9_00081_F001	82325	実著者	1985	
LBd9_00081	LBd9_00081_V001	82325	実著者	1985	
LBd9_00082	LBd9_00082_F001	93269	実著者	1989	
LBd9_00082	LBd9_00082_V001	93269	実著者	1989	
LBd9_00084	LBd9_00084_F001	21890	実著者	1989	1976-1978
LBd9_00084	LBd9_00084_V001	21890	実著者	1989	1976-1978
LBd9_00085	LBd9_00085_F001	0	実著者	1989	
LBd9_00085	LBd9_00085_V001	0	実著者	1989	
LBd9_00086	LBd9_00086_F001	79669	実著者	1989	
LBd9_00086	LBd9_00086_V001	79669	実著者	1989	
LBd9_00087	LBd9_00087_F001	0	実著者	1989	
LBd9_00087	LBd9_00087_V001	0	実著者	1989	
LBd9_00088	LBd9_00088_F001	19498	実著者	1982	
LBd9_00088	LBd9_00088_V001	19498	実著者	1982	
LBd9_00089	LBd9_00089_F001	71830	実著者	1989	
LBd9_00089	LBd9_00089_V001	71830	実著者	1989	
LBd9_00090	LBd9_00090_F001	78378	訳者	1989	
LBd9_00090	LBd9_00090_F001	477437	原著者	1989	
LBd9_00090	LBd9_00090_V001	78378	訳者	1989	
LBd9_00090	LBd9_00090_V001	477437	原著者	1989	
LBd9_00091	LBd9_00091_F001	221324	実著者	1989	1936
LBd9_00091	LBd9_00091_V001	221324	実著者	1989	1936
LBd9_00093	LBd9_00093_F001	107423	訳者	1989	
LBd9_00093	LBd9_00093_F001	434097	原著者	1989	
LBd9_00093	LBd9_00093_V001	107423	訳者	1989	
LBd9_00093	LBd9_00093_V001	434097	原著者	1989	
LBd9_00094	LBd9_00094_F001	187795	実著者	1989	
LBd9_00094	LBd9_00094_V001	187795	実著者	1989	
LBd9_00095	LBd9_00095_F001	48441	訳者	1989	
LBd9_00095	LBd9_00095_F001	451302	原著者	1989	
LBd9_00095	LBd9_00095_V001	48441	訳者	1989	
LBd9_00095	LBd9_00095_V001	451302	原著者	1989	
LBd9_00096	LBd9_00096_F001	126017	実著者	1982	
LBd9_00096	LBd9_00096_V001	126017	実著者	1982	
LBd9_00097	LBd9_00097_F001	45685	実著者	n.d.	
LBd9_00097	LBd9_00097_V001	45685	実著者	n.d.	
LBd9_00099	LBd9_00099_F001	432774	訳者	1989	
LBd9_00099	LBd9_00099_F001	474137	原著者	1989	
LBd9_00099	LBd9_00099_V001	432774	訳者	1989	
LBd9_00099	LBd9_00099_V001	474137	原著者	1989	
LBd9_00100	LBd9_00100_F001	182638	実著者	1989	
LBd9_00100	LBd9_00100_V001	182638	実著者	1989	
LBd9_00101	LBd9_00101_F001	4078	実著者	1989	
LBd9_00101	LBd9_00101_V001	4078	実著者	1989	
LBd9_00102	LBd9_00102_F001	174731	実著者	1989	
LBd9_00102	LBd9_00102_V001	174731	実著者	1989	
LBd9_00103	LBd9_00103_F001	4078	実著者	1989	1988
LBd9_00103	LBd9_00103_F002	4078	実著者	1989	1987
LBd9_00103	LBd9_00103_V001	4078	実著者	1989	1988
LBd9_00105	LBd9_00105_F001	62403	実著者	1989	
LBd9_00105	LBd9_00105_V001	62403	実著者	1989	
LBd9_00106	LBd9_00106_F001	190201	実著者	1989	
LBd9_00106	LBd9_00106_V001	190201	実著者	1989	
LBd9_00107	LBd9_00107_F001	1509	実著者	1925	
LBd9_00107	LBd9_00107_V001	1509	実著者	1925	
LBd9_00108	LBd9_00108_F001	92563	実著者	1980-1982	
LBd9_00108	LBd9_00108_V001	92563	実著者	1980-1982	
LBd9_00110	LBd9_00110_F001	74404	実著者	1989	1977
LBd9_00110	LBd9_00110_V001	74404	実著者	1989	1977
LBd9_00111	LBd9_00111_F001	142252	実著者	1989	
LBd9_00111	LBd9_00111_V001	142252	実著者	1989	
LBd9_00112	LBd9_00112_F001	118680	実著者	1985	
LBd9_00112	LBd9_00112_V001	118680	実著者	1985	
LBd9_00114	LBd9_00114_F001	2018	実著者	1986	
LBd9_00114	LBd9_00114_V001	2018	実著者	1986	
LBd9_00115	LBd9_00115_F001	22390	実著者	1989	
LBd9_00115	LBd9_00115_F002	62634	実著者	1989	
LBd9_00115	LBd9_00115_V001	22390	実著者	1989	
LBd9_00116	LBd9_00116_F001	162028	実著者	1986	
LBd9_00116	LBd9_00116_V001	162028	実著者	1986	
LBd9_00117	LBd9_00117_F001	99835	訳者	1989	
LBd9_00117	LBd9_00117_F001	457726	原著者	1989	
LBd9_00117	LBd9_00117_V001	99835	訳者	1989	
LBd9_00117	LBd9_00117_V001	457726	原著者	1989	
LBd9_00119	LBd9_00119_F001	111171	訳者	1989	
